STATION_ID,DNR_PARAMETER_CODE,START_DATE_TIME,RESULT_AMT,RESULT_VALUE_NO,LOD_AMT,UniqueID,result,PramName,Sample_code,Year,Ecoregion
153161,608,9/18/2019 8:20,0.0151,0.0151,0.015,153161_2019,0.0151,NH3_N,2019-44,2019,North Central Hardwood Forests
153161,608,10/16/2019 8:15,NA,ND,0.015,153161_2019,0.0075,NH3_N,2019-44,2019,North Central Hardwood Forests
153161,608,8/3/2021 11:00,0.0129,0.0129,0.012,153161_2021,0.0129,NH3_N,2021-03,2021,North Central Hardwood Forests
153161,608,7/25/2022 13:00,0.02,0.02,0.012,153161_2022,0.02,NH3_N,2022-07,2022,North Central Hardwood Forests
153161,631,8/23/2016 15:00,3.9,3.9,0.038,153161_2016,3.9,NO2+NO3,2016-01,2016,North Central Hardwood Forests
153161,631,5/7/2017 17:00,4.44,4.44,0.19,153161_2017,4.44,NO2+NO3,2017-38,2017,North Central Hardwood Forests
153161,631,6/24/2017 10:30,0.159,0.159,0.019,153161_2017,0.159,NO2+NO3,2017-38,2017,North Central Hardwood Forests
153161,631,7/16/2017 15:00,0.33,0.33,0.019,153161_2017,0.33,NO2+NO3,2017-38,2017,North Central Hardwood Forests
153161,631,8/19/2017 10:00,0.175,0.175,0.019,153161_2017,0.175,NO2+NO3,2017-38,2017,North Central Hardwood Forests
153161,631,9/17/2017 12:30,0.0542,0.0542,0.019,153161_2017,0.0542,NO2+NO3,2017-38,2017,North Central Hardwood Forests
153161,631,10/26/2017 16:00,NA,ND,0.036,153161_2017,0.018,NO2+NO3,2017-38,2017,North Central Hardwood Forests
153161,631,4/18/2018 13:15,0.835,0.835,0.036,153161_2018,0.835,NO2+NO3,2018-06,2018,North Central Hardwood Forests
153161,631,5/12/2018 11:00,NA,ND,0.036,153161_2018,0.018,NO2+NO3,2018-06,2018,North Central Hardwood Forests
153161,631,6/17/2018 10:00,0.249,0.249,0.036,153161_2018,0.249,NO2+NO3,2018-06,2018,North Central Hardwood Forests
153161,631,7/28/2018 12:00,0.0737,0.0737,0.036,153161_2018,0.0737,NO2+NO3,2018-06,2018,North Central Hardwood Forests
153161,631,8/31/2018 9:30,0.117,0.117,0.036,153161_2018,0.117,NO2+NO3,2018-06,2018,North Central Hardwood Forests
153161,631,9/29/2018 11:00,NA,ND,0.036,153161_2018,0.018,NO2+NO3,2018-06,2018,North Central Hardwood Forests
153161,631,10/26/2018 15:00,0.0995,0.0995,0.036,153161_2018,0.0995,NO2+NO3,2018-06,2018,North Central Hardwood Forests
153161,631,5/20/2019 18:45,1.29,1.29,0.036,153161_2019,1.29,NO2+NO3,2019-44,2019,North Central Hardwood Forests
153161,631,6/18/2019 18:00,4.92,4.92,0.108,153161_2019,4.92,NO2+NO3,2019-44,2019,North Central Hardwood Forests
153161,631,7/17/2019 8:15,5.37,5.37,0.108,153161_2019,5.37,NO2+NO3,2019-44,2019,North Central Hardwood Forests
153161,631,8/13/2019 19:20,4.64,4.64,0.072,153161_2019,4.64,NO2+NO3,2019-44,2019,North Central Hardwood Forests
153161,631,9/18/2019 8:20,3.08,3.08,0.072,153161_2019,3.08,NO2+NO3,2019-44,2019,North Central Hardwood Forests
153161,631,10/16/2019 8:15,2.44,2.44,0.036,153161_2019,2.44,NO2+NO3,2019-44,2019,North Central Hardwood Forests
153161,631,6/24/2020 15:10,3.15,3.15,0.08,153161_2020,3.15,NO2+NO3,2020-02,2020,Southeastern Wisconsin Till Plains
153161,631,7/29/2020 13:50,0.213,0.213,0.04,153161_2020,0.213,NO2+NO3,2020-02,2020,Southeastern Wisconsin Till Plains
153161,631,8/26/2020 13:00,4.67,4.67,0.08,153161_2020,4.67,NO2+NO3,2020-02,2020,Southeastern Wisconsin Till Plains
153161,631,9/30/2020 13:25,6.82,6.82,0.4,153161_2020,6.82,NO2+NO3,2020-02,2020,Southeastern Wisconsin Till Plains
153161,631,10/28/2020 13:15,3.53,3.53,0.12,153161_2020,3.53,NO2+NO3,2020-02,2020,Southeastern Wisconsin Till Plains
153161,631,8/3/2021 11:00,4.52,4.52,0.11,153161_2021,4.52,NO2+NO3,2021-03,2021,North Central Hardwood Forests
153161,631,7/25/2022 13:00,2.13,2.13,0.055,153161_2022,2.13,NO2+NO3,2022-07,2022,North Central Hardwood Forests
153161,665,8/23/2016 15:00,0.0332,0.0332,0.005,153161_2016,0.0332,TP,2016-01,2016,North Central Hardwood Forests
153161,665,5/7/2017 17:00,0.0277,0.0277,0.005,153161_2017,0.0277,TP,2017-38,2017,North Central Hardwood Forests
153161,665,5/15/2017 11:20,0.0204,0.0204,0.005,153161_2017,0.0204,TP,2017-38,2017,North Central Hardwood Forests
153161,665,5/30/2017 15:00,0.059,0.059,0.005,153161_2017,0.059,TP,2017-38,2017,North Central Hardwood Forests
153161,665,6/12/2017 10:45,0.107,0.107,0.005,153161_2017,0.107,TP,2017-38,2017,North Central Hardwood Forests
153161,665,6/24/2017 10:30,0.0868,0.0868,0.005,153161_2017,0.0868,TP,2017-38,2017,North Central Hardwood Forests
153161,665,7/16/2017 15:00,0.105,0.105,0.005,153161_2017,0.105,TP,2017-38,2017,North Central Hardwood Forests
153161,665,7/17/2017 11:10,0.0974,0.0974,0.005,153161_2017,0.0974,TP,2017-38,2017,North Central Hardwood Forests
153161,665,7/31/2017 12:49,0.12,0.12,0.005,153161_2017,0.12,TP,2017-38,2017,North Central Hardwood Forests
153161,665,8/17/2017 8:15,0.108,0.108,0.005,153161_2017,0.108,TP,2017-38,2017,North Central Hardwood Forests
153161,665,8/19/2017 10:00,0.101,0.101,0.005,153161_2017,0.101,TP,2017-38,2017,North Central Hardwood Forests
153161,665,8/30/2017 9:50,0.0904,0.0904,0.01,153161_2017,0.0904,TP,2017-38,2017,North Central Hardwood Forests
153161,665,9/16/2017 13:22,0.023,0.023,0.005,153161_2017,0.023,TP,2017-38,2017,North Central Hardwood Forests
153161,665,9/17/2017 12:30,0.124,0.124,0.005,153161_2017,0.124,TP,2017-38,2017,North Central Hardwood Forests
153161,665,9/30/2017 12:00,0.0258,0.0258,0.005,153161_2017,0.0258,TP,2017-38,2017,North Central Hardwood Forests
153161,665,10/15/2017 12:56,0.0576,0.0576,0.005,153161_2017,0.0576,TP,2017-38,2017,North Central Hardwood Forests
153161,665,10/26/2017 16:00,0.0542,0.0542,0.005,153161_2017,0.0542,TP,2017-38,2017,North Central Hardwood Forests
153161,665,10/28/2017 13:00,0.0423,0.0423,0.005,153161_2017,0.0423,TP,2017-38,2017,North Central Hardwood Forests
153161,665,4/18/2018 13:15,0.0646,0.0646,0.005,153161_2018,0.0646,TP,2018-06,2018,North Central Hardwood Forests
153161,665,5/12/2018 11:00,0.0346,0.0346,0.005,153161_2018,0.0346,TP,2018-06,2018,North Central Hardwood Forests
153161,665,6/17/2018 10:00,0.107,0.107,0.005,153161_2018,0.107,TP,2018-06,2018,North Central Hardwood Forests
153161,665,7/28/2018 12:00,0.27,0.27,0.005,153161_2018,0.27,TP,2018-06,2018,North Central Hardwood Forests
153161,665,8/31/2018 9:30,0.0984,0.0984,0.005,153161_2018,0.0984,TP,2018-06,2018,North Central Hardwood Forests
153161,665,9/29/2018 11:00,0.0331,0.0331,0.005,153161_2018,0.0331,TP,2018-06,2018,North Central Hardwood Forests
153161,665,10/26/2018 15:00,0.0221,0.0221,0.005,153161_2018,0.0221,TP,2018-06,2018,North Central Hardwood Forests
153161,665,5/20/2019 18:45,0.0324,0.0324,0.008,153161_2019,0.0324,TP,2019-44,2019,North Central Hardwood Forests
153161,665,6/18/2019 18:00,0.0336,0.0336,0.008,153161_2019,0.0336,TP,2019-44,2019,North Central Hardwood Forests
153161,665,7/17/2019 8:15,0.0269,0.0269,0.008,153161_2019,0.0269,TP,2019-44,2019,North Central Hardwood Forests
153161,665,8/13/2019 19:20,0.0258,0.0258,0.008,153161_2019,0.0258,TP,2019-44,2019,North Central Hardwood Forests
153161,665,9/18/2019 8:20,0.0515,0.0515,0.008,153161_2019,0.0515,TP,2019-44,2019,North Central Hardwood Forests
153161,665,10/16/2019 8:15,0.0398,0.0398,0.008,153161_2019,0.0398,TP,2019-44,2019,North Central Hardwood Forests
153161,665,6/24/2020 15:10,0.0655,0.0655,0.008,153161_2020,0.0655,TP,2020-02,2020,Southeastern Wisconsin Till Plains
153161,665,7/29/2020 13:50,0.085,0.085,0.008,153161_2020,0.085,TP,2020-02,2020,Southeastern Wisconsin Till Plains
153161,665,8/26/2020 13:00,0.0315,0.0315,0.008,153161_2020,0.0315,TP,2020-02,2020,Southeastern Wisconsin Till Plains
153161,665,9/30/2020 13:25,0.0197,0.0197,0.008,153161_2020,0.0197,TP,2020-02,2020,Southeastern Wisconsin Till Plains
153161,665,10/28/2020 13:15,0.0383,0.0383,0.008,153161_2020,0.0383,TP,2020-02,2020,Southeastern Wisconsin Till Plains
153161,665,5/26/2021 12:50,0.0595,0.0595,0.012,153161_2021,0.0595,TP,2021-03,2021,North Central Hardwood Forests
153161,665,6/23/2021 12:35,0.016,0.016,0.009,153161_2021,0.016,TP,2021-03,2021,North Central Hardwood Forests
153161,665,7/21/2021 14:00,0.0264,0.0264,0.009,153161_2021,0.0264,TP,2021-03,2021,North Central Hardwood Forests
153161,665,8/3/2021 11:00,0.0349,0.0349,0.009,153161_2021,0.0349,TP,2021-03,2021,North Central Hardwood Forests
153161,665,8/25/2021 12:40,0.0224,0.0224,0.009,153161_2021,0.0224,TP,2021-03,2021,North Central Hardwood Forests
153161,665,9/22/2021 12:40,0.0169,0.0169,0.009,153161_2021,0.0169,TP,2021-03,2021,North Central Hardwood Forests
153161,665,10/27/2021 11:20,0.0569,0.0569,0.009,153161_2021,0.0569,TP,2021-03,2021,North Central Hardwood Forests
153161,665,7/25/2022 13:00,0.0564,0.0564,0.009,153161_2022,0.0564,TP,2022-07,2022,North Central Hardwood Forests
153221,600,5/25/2022 10:30,1.28,1.28,0.058,153221_2022,1.28,TN,2022-05,2022,North Central Hardwood Forests
153221,600,6/28/2022 9:45,1.67,1.67,0.058,153221_2022,1.67,TN,2022-05,2022,North Central Hardwood Forests
153221,600,7/18/2022 10:00,1.31,1.31,0.058,153221_2022,1.31,TN,2022-05,2022,North Central Hardwood Forests
153221,600,8/15/2022 10:55,1.52,1.52,0.058,153221_2022,1.52,TN,2022-05,2022,North Central Hardwood Forests
153221,600,9/29/2022 10:30,1.43,1.43,0.058,153221_2022,1.43,TN,2022-05,2022,North Central Hardwood Forests
153221,600,10/27/2022 10:30,1.3,1.3,0.058,153221_2022,1.3,TN,2022-05,2022,North Central Hardwood Forests
153221,608,5/25/2022 10:30,0.0134,0.0134,0.012,153221_2022,0.0134,NH3_N,2022-05,2022,North Central Hardwood Forests
153221,608,6/28/2022 9:45,0.0309,0.0309,0.012,153221_2022,0.0309,NH3_N,2022-05,2022,North Central Hardwood Forests
153221,608,7/18/2022 10:00,0.0291,0.0291,0.012,153221_2022,0.0291,NH3_N,2022-05,2022,North Central Hardwood Forests
153221,608,8/15/2022 10:55,0.0234,0.0234,0.012,153221_2022,0.0234,NH3_N,2022-05,2022,North Central Hardwood Forests
153221,608,9/29/2022 10:30,0.0698,0.0698,0.012,153221_2022,0.0698,NH3_N,2022-05,2022,North Central Hardwood Forests
153221,608,10/27/2022 10:30,0.0157,0.0157,0.012,153221_2022,0.0157,NH3_N,2022-05,2022,North Central Hardwood Forests
153221,631,5/25/2022 10:30,NA,ND,0.055,153221_2022,0.0275,NO2+NO3,2022-05,2022,North Central Hardwood Forests
153221,631,6/28/2022 9:45,0.0895,0.0895,0.055,153221_2022,0.0895,NO2+NO3,2022-05,2022,North Central Hardwood Forests
153221,631,7/18/2022 10:00,0.146,0.146,0.055,153221_2022,0.146,NO2+NO3,2022-05,2022,North Central Hardwood Forests
153221,631,8/15/2022 10:55,0.11,0.11,0.055,153221_2022,0.11,NO2+NO3,2022-05,2022,North Central Hardwood Forests
153221,631,9/29/2022 10:30,0.201,0.201,0.055,153221_2022,0.201,NO2+NO3,2022-05,2022,North Central Hardwood Forests
153221,631,10/27/2022 10:30,0.267,0.267,0.055,153221_2022,0.267,NO2+NO3,2022-05,2022,North Central Hardwood Forests
153221,665,5/25/2022 10:30,0.0883,0.0883,0.009,153221_2022,0.0883,TP,2022-05,2022,North Central Hardwood Forests
153221,665,6/28/2022 9:45,0.217,0.217,0.009,153221_2022,0.217,TP,2022-05,2022,North Central Hardwood Forests
153221,665,7/18/2022 10:00,0.208,0.208,0.009,153221_2022,0.208,TP,2022-05,2022,North Central Hardwood Forests
153221,665,8/15/2022 10:55,0.227,0.227,0.009,153221_2022,0.227,TP,2022-05,2022,North Central Hardwood Forests
153221,665,9/29/2022 10:30,0.0702,0.0702,0.009,153221_2022,0.0702,TP,2022-05,2022,North Central Hardwood Forests
153221,665,10/27/2022 10:30,0.0815,0.0815,0.009,153221_2022,0.0815,TP,2022-05,2022,North Central Hardwood Forests
173068,665,5/8/2016 15:45,0.0734,0.0734,0.005,173068_2016,0.0734,TP,2016-70,2016,North Central Hardwood Forests
173068,665,6/5/2016 16:55,0.171,0.171,0.005,173068_2016,0.171,TP,2016-70,2016,North Central Hardwood Forests
173068,665,7/4/2016 11:55,0.107,0.107,0.005,173068_2016,0.107,TP,2016-70,2016,North Central Hardwood Forests
173068,665,8/2/2016 9:45,0.113,0.113,0.005,173068_2016,0.113,TP,2016-70,2016,North Central Hardwood Forests
173068,665,9/11/2016 12:30,0.103,0.103,0.005,173068_2016,0.103,TP,2016-70,2016,North Central Hardwood Forests
173068,665,10/2/2016 14:55,0.126,0.126,0.005,173068_2016,0.126,TP,2016-70,2016,North Central Hardwood Forests
173068,665,5/8/2017 17:40,0.0691,0.0691,0.005,173068_2017,0.0691,TP,2017-87,2017,North Central Hardwood Forests
173068,665,5/30/2017 11:00,0.0956,0.0956,0.005,173068_2017,0.0956,TP,2017-87,2017,North Central Hardwood Forests
173068,665,7/4/2017 10:15,0.105,0.105,0.005,173068_2017,0.105,TP,2017-87,2017,North Central Hardwood Forests
173068,665,8/7/2017 17:20,0.0939,0.0939,0.005,173068_2017,0.0939,TP,2017-87,2017,North Central Hardwood Forests
173068,665,9/4/2017 12:40,0.106,0.106,0.005,173068_2017,0.106,TP,2017-87,2017,North Central Hardwood Forests
173068,665,10/1/2017 14:30,0.0943,0.0943,0.005,173068_2017,0.0943,TP,2017-87,2017,North Central Hardwood Forests
173222,665,5/22/2016 11:19,0.0843,0.0843,0.005,173222_2016,0.0843,TP,2016-32,2016,Driftless Area
173222,665,6/19/2016 12:30,0.131,0.131,0.005,173222_2016,0.131,TP,2016-32,2016,Driftless Area
173222,665,7/17/2016 11:24,0.12,0.12,0.005,173222_2016,0.12,TP,2016-32,2016,Driftless Area
173222,665,8/21/2016 12:00,0.254,0.254,0.005,173222_2016,0.254,TP,2016-32,2016,Driftless Area
173222,665,9/18/2016 11:45,0.0977,0.0977,0.005,173222_2016,0.0977,TP,2016-32,2016,Driftless Area
173222,665,10/16/2016 12:02,0.0807,0.0807,0.005,173222_2016,0.0807,TP,2016-32,2016,Driftless Area
173243,600,6/2/2016 9:50,3.02,3.02,0.03,173243_2016,3.02,TN,2016-14,2016,Driftless Area
173243,600,6/14/2017 10:00,3.44,3.44,0.075,173243_2017,3.44,TN,2017-82,2017,Driftless Area
173243,600,9/11/2018 12:30,3.83,3.83,0.075,173243_2018,3.83,TN,2018-36,2018,Driftless Area
173243,600,7/10/2019 10:45,3.94,3.94,0.075,173243_2019,3.94,TN,2019-22,2019,Driftless Area
173243,600,8/18/2020 9:35,4.01,4.01,0.058,173243_2020,4.01,TN,2020-16,2020,Driftless Area
173243,600,8/17/2022 10:20,4.43,4.43,0.058,173243_2022,4.43,TN,2022-35,2022,Driftless Area
173243,608,6/2/2016 9:50,0.0278,0.0278,0.015,173243_2016,0.0278,NH3_N,2016-14,2016,Driftless Area
173243,608,6/14/2017 10:00,0.0662,0.0662,0.015,173243_2017,0.0662,NH3_N,2017-82,2017,Driftless Area
173243,608,9/11/2018 12:30,0.0154,0.0154,0.015,173243_2018,0.0154,NH3_N,2018-36,2018,Driftless Area
173243,608,7/10/2019 10:45,0.027,0.027,0.015,173243_2019,0.027,NH3_N,2019-22,2019,Driftless Area
173243,608,8/18/2020 9:35,NA,ND,0.017,173243_2020,0.0085,NH3_N,2020-16,2020,Driftless Area
173243,608,7/20/2021 13:35,0.0155,0.0155,0.012,173243_2021,0.0155,NH3_N,2021-30,2021,Driftless Area
173243,608,8/17/2022 10:20,NA,ND,0.012,173243_2022,0.006,NH3_N,2022-35,2022,Driftless Area
173243,631,6/2/2016 9:50,2.59,2.59,0.019,173243_2016,2.59,NO2+NO3,2016-14,2016,Driftless Area
173243,631,6/14/2017 10:00,2.9,2.9,0.019,173243_2017,2.9,NO2+NO3,2017-82,2017,Driftless Area
173243,631,9/11/2018 12:30,3.52,3.52,0.072,173243_2018,3.52,NO2+NO3,2018-36,2018,Driftless Area
173243,631,7/10/2019 10:45,3.54,3.54,0.072,173243_2019,3.54,NO2+NO3,2019-22,2019,Driftless Area
173243,631,8/18/2020 9:35,3.72,3.72,0.08,173243_2020,3.72,NO2+NO3,2020-16,2020,Driftless Area
173243,631,7/20/2021 13:35,3.89,3.89,0.11,173243_2021,3.89,NO2+NO3,2021-30,2021,Driftless Area
173243,631,8/17/2022 10:20,4.35,4.35,0.11,173243_2022,4.35,NO2+NO3,2022-35,2022,Driftless Area
173243,665,6/2/2016 9:50,0.0406,0.0406,0.005,173243_2016,0.0406,TP,2016-14,2016,Driftless Area
173243,665,6/14/2017 10:00,0.0345,0.0345,0.005,173243_2017,0.0345,TP,2017-82,2017,Driftless Area
173243,665,9/11/2018 12:30,0.0597,0.0597,0.005,173243_2018,0.0597,TP,2018-36,2018,Driftless Area
173243,665,7/10/2019 10:45,0.0434,0.0434,0.008,173243_2019,0.0434,TP,2019-22,2019,Driftless Area
173243,665,8/18/2020 9:35,0.0255,0.0255,0.008,173243_2020,0.0255,TP,2020-16,2020,Driftless Area
173243,665,7/20/2021 13:35,0.033,0.033,0.009,173243_2021,0.033,TP,2021-30,2021,Driftless Area
173243,665,8/17/2022 10:20,0.0255,0.0255,0.009,173243_2022,0.0255,TP,2022-35,2022,Driftless Area
183079,600,6/7/2016 13:00,1.58,1.58,0.03,183079_2016,1.58,TN,2016-09,2016,North Central Hardwood Forests
183079,600,7/24/2017 11:50,1.58,1.58,0.075,183079_2017,1.58,TN,2017-77,2017,North Central Hardwood Forests
183079,600,7/23/2018 14:10,1.35,1.35,0.075,183079_2018,1.35,TN,2018-37,2018,North Central Hardwood Forests
183079,600,8/8/2019 9:50,1.49,1.49,0.075,183079_2019,1.49,TN,2019-21,2019,North Central Hardwood Forests
183079,600,8/18/2020 14:05,1.33,1.33,0.058,183079_2020,1.33,TN,2020-17,2020,North Central Hardwood Forests
183079,600,7/26/2022 10:15,1.43,1.43,0.058,183079_2022,1.43,TN,2022-42,2022,North Central Hardwood Forests
183079,608,6/7/2016 13:00,0.0349,0.0349,0.015,183079_2016,0.0349,NH3_N,2016-09,2016,North Central Hardwood Forests
183079,608,7/24/2017 11:50,0.0212,0.0212,0.015,183079_2017,0.0212,NH3_N,2017-77,2017,North Central Hardwood Forests
183079,608,7/23/2018 14:10,NA,ND,0.015,183079_2018,0.0075,NH3_N,2018-37,2018,North Central Hardwood Forests
183079,608,8/8/2019 9:50,0.0251,0.0251,0.015,183079_2019,0.0251,NH3_N,2019-21,2019,North Central Hardwood Forests
183079,608,8/18/2020 14:05,NA,ND,0.017,183079_2020,0.0085,NH3_N,2020-17,2020,North Central Hardwood Forests
183079,608,8/12/2021 10:15,0.0339,0.0339,0.012,183079_2021,0.0339,NH3_N,2021-27,2021,North Central Hardwood Forests
183079,608,7/26/2022 10:15,NA,ND,0.012,183079_2022,0.006,NH3_N,2022-42,2022,North Central Hardwood Forests
183079,631,6/7/2016 13:00,0.864,0.864,0.019,183079_2016,0.864,NO2+NO3,2016-09,2016,North Central Hardwood Forests
183079,631,7/24/2017 11:50,1.23,1.23,0.019,183079_2017,1.23,NO2+NO3,2017-77,2017,North Central Hardwood Forests
183079,631,7/23/2018 14:10,1.05,1.05,0.036,183079_2018,1.05,NO2+NO3,2018-37,2018,North Central Hardwood Forests
183079,631,8/8/2019 9:50,0.894,0.894,0.036,183079_2019,0.894,NO2+NO3,2019-21,2019,North Central Hardwood Forests
183079,631,8/18/2020 14:05,1.04,1.04,0.04,183079_2020,1.04,NO2+NO3,2020-17,2020,North Central Hardwood Forests
183079,631,8/12/2021 10:15,0.886,0.886,0.055,183079_2021,0.886,NO2+NO3,2021-27,2021,North Central Hardwood Forests
183079,631,7/26/2022 10:15,1.14,1.14,0.055,183079_2022,1.14,NO2+NO3,2022-42,2022,North Central Hardwood Forests
183079,665,5/16/2016 16:40,0.071,0.071,0.005,183079_2016,0.071,TP,2016-09,2016,North Central Hardwood Forests
183079,665,6/7/2016 13:00,0.0986,0.0986,0.005,183079_2016,0.0986,TP,2016-09,2016,North Central Hardwood Forests
183079,665,6/20/2016 16:30,0.235,0.235,0.005,183079_2016,0.235,TP,2016-09,2016,North Central Hardwood Forests
183079,665,7/18/2016 9:10,0.0931,0.0931,0.005,183079_2016,0.0931,TP,2016-09,2016,North Central Hardwood Forests
183079,665,8/17/2016 16:45,0.194,0.194,0.005,183079_2016,0.194,TP,2016-09,2016,North Central Hardwood Forests
183079,665,9/21/2016 8:00,0.0983,0.0983,0.005,183079_2016,0.0983,TP,2016-09,2016,North Central Hardwood Forests
183079,665,10/21/2016 14:30,0.0683,0.0683,0.005,183079_2016,0.0683,TP,2016-09,2016,North Central Hardwood Forests
183079,665,7/24/2017 11:50,0.0927,0.0927,0.005,183079_2017,0.0927,TP,2017-77,2017,North Central Hardwood Forests
183079,665,7/23/2018 14:10,0.0952,0.0952,0.005,183079_2018,0.0952,TP,2018-37,2018,North Central Hardwood Forests
183079,665,8/8/2019 9:50,0.332,0.332,0.008,183079_2019,0.332,TP,2019-21,2019,North Central Hardwood Forests
183079,665,8/18/2020 14:05,0.0665,0.0665,0.008,183079_2020,0.0665,TP,2020-17,2020,North Central Hardwood Forests
183079,665,8/12/2021 10:15,0.117,0.117,0.009,183079_2021,0.117,TP,2021-27,2021,North Central Hardwood Forests
183079,665,7/26/2022 10:15,0.0661,0.0661,0.009,183079_2022,0.0661,TP,2022-42,2022,North Central Hardwood Forests
203080,665,6/22/2020 14:05,0.187,0.187,0.008,203080_2020,0.187,TP,2020-50,2020,Southeastern Wisconsin Till Plains
203080,665,7/13/2020 10:10,0.255,0.255,0.008,203080_2020,0.255,TP,2020-50,2020,Southeastern Wisconsin Till Plains
203080,665,8/9/2020 9:55,0.133,0.133,0.008,203080_2020,0.133,TP,2020-50,2020,Southeastern Wisconsin Till Plains
203080,665,9/27/2020 12:00,0.104,0.104,0.008,203080_2020,0.104,TP,2020-50,2020,Southeastern Wisconsin Till Plains
203080,665,10/11/2020 17:30,0.0682,0.0682,0.008,203080_2020,0.0682,TP,2020-50,2020,Southeastern Wisconsin Till Plains
203096,600,9/7/2022 9:45,5.07,5.07,0.058,203096_2022,5.07,TN,2022-52,2022,Southeastern Wisconsin Till Plains
203096,608,9/7/2016 14:45,0.0892,0.0892,0.015,203096_2016,0.0892,NH3_N,2016-08,2016,Southeastern Wisconsin Till Plains
203096,608,8/5/2021 9:30,0.0221,0.0221,0.012,203096_2021,0.0221,NH3_N,2021-21,2021,Southeastern Wisconsin Till Plains
203096,608,9/7/2022 9:45,0.0219,0.0219,0.012,203096_2022,0.0219,NH3_N,2022-52,2022,Southeastern Wisconsin Till Plains
203096,631,9/7/2016 14:45,2.16,2.16,0.019,203096_2016,2.16,NO2+NO3,2016-08,2016,Southeastern Wisconsin Till Plains
203096,631,8/5/2021 9:30,3.77,3.77,0.11,203096_2021,3.77,NO2+NO3,2021-21,2021,Southeastern Wisconsin Till Plains
203096,631,9/7/2022 9:45,4.55,4.55,0.11,203096_2022,4.55,NO2+NO3,2022-52,2022,Southeastern Wisconsin Till Plains
203096,665,9/7/2016 14:45,0.468,0.468,0.005,203096_2016,0.468,TP,2016-08,2016,Southeastern Wisconsin Till Plains
203096,665,8/5/2021 9:30,0.0644,0.0644,0.009,203096_2021,0.0644,TP,2021-21,2021,Southeastern Wisconsin Till Plains
203096,665,9/7/2022 9:45,0.0869,0.0869,0.009,203096_2022,0.0869,TP,2022-52,2022,Southeastern Wisconsin Till Plains
203102,600,7/13/2018 10:00,8.4,8.4,0.375,203102_2018,8.4,TN,2018-26,2018,Southeastern Wisconsin Till Plains
203102,608,7/13/2018 10:00,NA,ND,0.015,203102_2018,0.0075,NH3_N,2018-26,2018,Southeastern Wisconsin Till Plains
203102,608,7/19/2022 11:45,NA,ND,0.012,203102_2022,0.006,NH3_N,2022-56,2022,Southeastern Wisconsin Till Plains
203102,631,7/13/2018 10:00,7.71,7.71,0.108,203102_2018,7.71,NO2+NO3,2018-26,2018,Southeastern Wisconsin Till Plains
203102,631,7/19/2022 11:45,5.77,5.77,0.165,203102_2022,5.77,NO2+NO3,2022-56,2022,Southeastern Wisconsin Till Plains
203102,665,7/13/2018 10:00,0.0785,0.0785,0.005,203102_2018,0.0785,TP,2018-26,2018,Southeastern Wisconsin Till Plains
203102,665,7/19/2022 11:45,0.0682,0.0682,0.009,203102_2022,0.0682,TP,2022-56,2022,Southeastern Wisconsin Till Plains
223337,600,5/19/2022 12:14,2.89,2.89,0.058,223337_2022,2.89,TN,2022-32,2022,Driftless Area
223337,600,6/15/2022 10:50,3.37,3.37,0.058,223337_2022,3.37,TN,2022-32,2022,Driftless Area
223337,600,7/13/2022 11:17,3.74,3.74,0.058,223337_2022,3.74,TN,2022-32,2022,Driftless Area
223337,600,8/10/2022 11:50,4.15,4.15,0.058,223337_2022,4.15,TN,2022-32,2022,Driftless Area
223337,600,9/12/2022 11:30,4,4,0.058,223337_2022,4,TN,2022-32,2022,Driftless Area
223337,600,10/19/2022 10:29,4.13,4.13,0.058,223337_2022,4.13,TN,2022-32,2022,Driftless Area
223337,608,5/19/2022 12:14,NA,ND,0.012,223337_2022,0.006,NH3_N,2022-32,2022,Driftless Area
223337,608,6/15/2022 10:50,0.0249,0.0249,0.012,223337_2022,0.0249,NH3_N,2022-32,2022,Driftless Area
223337,608,7/13/2022 11:17,0.0178,0.0178,0.012,223337_2022,0.0178,NH3_N,2022-32,2022,Driftless Area
223337,608,8/10/2022 11:50,0.0461,0.0461,0.012,223337_2022,0.0461,NH3_N,2022-32,2022,Driftless Area
223337,608,9/12/2022 11:30,0.0164,0.0164,0.012,223337_2022,0.0164,NH3_N,2022-32,2022,Driftless Area
223337,608,10/19/2022 10:29,0.0171,0.0171,0.012,223337_2022,0.0171,NH3_N,2022-32,2022,Driftless Area
223337,631,5/19/2022 12:14,2.54,2.54,0.055,223337_2022,2.54,NO2+NO3,2022-32,2022,Driftless Area
223337,631,6/15/2022 10:50,2.99,2.99,0.055,223337_2022,2.99,NO2+NO3,2022-32,2022,Driftless Area
223337,631,7/13/2022 11:17,3.36,3.36,0.11,223337_2022,3.36,NO2+NO3,2022-32,2022,Driftless Area
223337,631,8/10/2022 11:50,3.6,3.6,0.11,223337_2022,3.6,NO2+NO3,2022-32,2022,Driftless Area
223337,631,9/12/2022 11:30,3.55,3.55,0.11,223337_2022,3.55,NO2+NO3,2022-32,2022,Driftless Area
223337,631,10/19/2022 10:29,3.92,3.92,0.11,223337_2022,3.92,NO2+NO3,2022-32,2022,Driftless Area
223337,665,5/19/2022 12:14,0.058,0.058,0.009,223337_2022,0.058,TP,2022-32,2022,Driftless Area
223337,665,6/15/2022 10:50,0.11,0.11,0.009,223337_2022,0.11,TP,2022-32,2022,Driftless Area
